dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
arc,arc-validation-000024,test,retrieved,target_0.70,0.7,arc-train-001091,0.561528742313385
arc,arc-validation-000024,test,retrieved,top,,arc-train-000206,0.6376212239265442
arc,arc-validation-000024,test,placebo,placebo,,arc-train-000607,0.018550481647253036
arc,arc-validation-000025,calibration,retrieved,target_0.30,0.3,arc-train-000184,0.3001236021518707
arc,arc-validation-000025,calibration,retrieved,target_0.50,0.5,arc-train-000968,0.4863249957561493
arc,arc-validation-000025,calibration,retrieved,target_0.70,0.7,arc-train-000649,0.5270326137542725
arc,arc-validation-000025,calibration,retrieved,top,,arc-train-000677,0.5277396440505981
arc,arc-validation-000025,calibration,placebo,placebo,,arc-train-000443,-0.004295907914638519
arc,arc-validation-000026,test,retrieved,target_0.30,0.3,arc-train-000588,0.30009788274765015
arc,arc-validation-000026,test,retrieved,target_0.50,0.5,arc-train-000449,0.4165339767932892
arc,arc-validation-000026,test,retrieved,target_0.70,0.7,arc-train-000776,0.4147615432739258
arc,arc-validation-000026,test,retrieved,top,,arc-train-000923,0.4205528795719147
arc,arc-validation-000026,test,placebo,placebo,,arc-train-000187,0.04232340306043625
arc,arc-validation-000027,calibration,retrieved,target_0.30,0.3,arc-train-000800,0.3009883761405945
arc,arc-validation-000027,calibration,retrieved,target_0.50,0.5,arc-train-000864,0.39520585536956787
arc,arc-validation-000027,calibration,retrieved,target_0.70,0.7,arc-train-000342,0.38307294249534607
arc,arc-validation-000027,calibration,retrieved,top,,arc-train-000577,0.4369487166404724
arc,arc-validation-000027,calibration,placebo,placebo,,arc-train-000013,-0.019301148131489754
arc,arc-validation-000028,calibration,retrieved,target_0.30,0.3,arc-train-000835,0.30012062191963196
arc,arc-validation-000028,calibration,retrieved,target_0.50,0.5,arc-train-000711,0.4962545335292816
arc,arc-validation-000028,calibration,retrieved,target_0.70,0.7,arc-train-000389,0.7333824634552002
arc,arc-validation-000028,calibration,retrieved,top,,arc-train-000185,0.8320186734199524
arc,arc-validation-000028,calibration,placebo,placebo,,arc-train-000514,0.06590433418750763
arc,arc-validation-000029,test,retrieved,target_0.30,0.3,arc-train-001023,0.29966968297958374
arc,arc-validation-000029,test,retrieved,target_0.50,0.5,arc-train-000857,0.5046194791793823
arc,arc-validation-000029,test,retrieved,target_0.70,0.7,arc-train-000819,0.6145457625389099
arc,arc-validation-000029,test,retrieved,top,,arc-train-000884,0.6230306029319763
arc,arc-validation-000029,test,placebo,placebo,,arc-train-000435,0.03528826683759689
arc,arc-validation-000030,calibration,retrieved,target_0.30,0.3,arc-train-000409,0.29975950717926025
arc,arc-validation-000030,calibration,retrieved,target_0.50,0.5,arc-train-001071,0.4987388551235199
arc,arc-validation-000030,calibration,retrieved,target_0.70,0.7,arc-train-000417,0.5978344678878784
arc,arc-validation-000030,calibration,retrieved,top,,arc-train-000490,0.6684867739677429
arc,arc-validation-000030,calibration,placebo,placebo,,arc-train-000818,0.017189063131809235
arc,arc-validation-000031,test,retrieved,target_0.30,0.3,arc-train-000799,0.2998967170715332
arc,arc-validation-000031,test,retrieved,target_0.50,0.5,arc-train-000974,0.4979095757007599
arc,arc-validation-000031,test,retrieved,target_0.70,0.7,arc-train-000989,0.65049809217453
arc,arc-validation-000031,test,retrieved,top,,arc-train-000857,0.806877613067627
arc,arc-validation-000031,test,placebo,placebo,,arc-train-001002,0.10769333690404892
arc,arc-validation-000032,test,retrieved,target_0.30,0.3,arc-train-000899,0.2998216450214386
arc,arc-validation-000032,test,retrieved,target_0.50,0.5,arc-train-000504,0.48672759532928467
arc,arc-validation-000032,test,retrieved,target_0.70,0.7,arc-train-000737,0.48465496301651
arc,arc-validation-000032,test,retrieved,top,,arc-train-000253,0.5264781713485718
arc,arc-validation-000032,test,placebo,placebo,,arc-train-000833,0.022859543561935425
arc,arc-validation-000033,calibration,retrieved,target_0.30,0.3,arc-train-000282,0.29923877120018005
arc,arc-validation-000033,calibration,retrieved,target_0.50,0.5,arc-train-000181,0.46526992321014404
arc,arc-validation-000033,calibration,retrieved,target_0.70,0.7,arc-train-000739,0.4517388641834259
arc,arc-validation-000033,calibration,retrieved,top,,arc-train-000238,0.47089263796806335
arc,arc-validation-000033,calibration,placebo,placebo,,arc-train-000335,-0.023671874776482582
arc,arc-validation-000034,calibration,retrieved,target_0.30,0.3,arc-train-000051,0.2985787093639374
arc,arc-validation-000034,calibration,retrieved,target_0.50,0.5,arc-train-001046,0.5114999413490295
arc,arc-validation-000034,calibration,retrieved,target_0.70,0.7,arc-train-000720,0.46108385920524597
arc,arc-validation-000034,calibration,retrieved,top,,arc-train-000157,0.5402974486351013
arc,arc-validation-000034,calibration,placebo,placebo,,arc-train-000337,0.018481938168406487
arc,arc-validation-000035,calibration,retrieved,target_0.30,0.3,arc-train-000186,0.3002322018146515
arc,arc-validation-000035,calibration,retrieved,target_0.50,0.5,arc-train-000731,0.49835577607154846
arc,arc-validation-000035,calibration,retrieved,target_0.70,0.7,arc-train-000995,0.6511674523353577
arc,arc-validation-000035,calibration,retrieved,top,,arc-train-000794,0.6930374503135681
arc,arc-validation-000035,calibration,placebo,placebo,,arc-train-000314,-0.06186388060450554
arc,arc-validation-000036,test,retrieved,target_0.30,0.3,arc-train-000800,0.29976963996887207
arc,arc-validation-000036,test,retrieved,target_0.50,0.5,arc-train-000112,0.5016360282897949
arc,arc-validation-000036,test,retrieved,target_0.70,0.7,arc-train-000805,0.5345012545585632
arc,arc-validation-000036,test,retrieved,top,,arc-train-000311,0.632416844367981
arc,arc-validation-000036,test,placebo,placebo,,arc-train-001047,-0.032547447830438614
arc,arc-validation-000037,test,retrieved,target_0.30,0.3,arc-train-000188,0.2996375858783722
arc,arc-validation-000037,test,retrieved,target_0.50,0.5,arc-train-000314,0.49836501479148865
arc,arc-validation-000037,test,retrieved,target_0.70,0.7,arc-train-000536,0.5181927680969238
arc,arc-validation-000037,test,retrieved,top,,arc-train-000431,0.6645745038986206
arc,arc-validation-000037,test,placebo,placebo,,arc-train-000082,-0.04207513853907585
arc,arc-validation-000038,calibration,retrieved,target_0.30,0.3,arc-train-000766,0.2994609475135803
arc,arc-validation-000038,calibration,retrieved,target_0.50,0.5,arc-train-000528,0.48723921179771423
arc,arc-validation-000038,calibration,retrieved,target_0.70,0.7,arc-train-000610,0.5274173617362976
arc,arc-validation-000038,calibration,retrieved,top,,arc-train-001047,0.5751867294311523
arc,arc-validation-000038,calibration,placebo,placebo,,arc-train-000802,0.017687173560261726
arc,arc-validation-000039,calibration,retrieved,target_0.30,0.3,arc-train-000320,0.30128344893455505
arc,arc-validation-000039,calibration,retrieved,target_0.50,0.5,arc-train-000581,0.45798611640930176
arc,arc-validation-000039,calibration,retrieved,target_0.70,0.7,arc-train-000548,0.4270394742488861
arc,arc-validation-000039,calibration,retrieved,top,,arc-train-000221,0.4641117751598358
arc,arc-validation-000039,calibration,placebo,placebo,,arc-train-000000,-0.010222219862043858
arc,arc-validation-000040,calibration,retrieved,target_0.30,0.3,arc-train-000719,0.3006424307823181
arc,arc-validation-000040,calibration,retrieved,target_0.50,0.5,arc-train-000756,0.4669469892978668
arc,arc-validation-000040,calibration,retrieved,target_0.70,0.7,arc-train-000079,0.46151816844940186
arc,arc-validation-000040,calibration,retrieved,top,,arc-train-000645,0.4748351573944092
arc,arc-validation-000040,calibration,placebo,placebo,,arc-train-000080,-0.06787189841270447
arc,arc-validation-000041,calibration,retrieved,target_0.30,0.3,arc-train-000700,0.2997693419456482
arc,arc-validation-000041,calibration,retrieved,target_0.50,0.5,arc-train-000788,0.48618119955062866
arc,arc-validation-000041,calibration,retrieved,target_0.70,0.7,arc-train-000779,0.47059762477874756
arc,arc-validation-000041,calibration,retrieved,top,,arc-train-000378,0.5216584801673889
arc,arc-validation-000041,calibration,placebo,placebo,,arc-train-000951,0.034818943589925766
arc,arc-validation-000042,calibration,retrieved,target_0.30,0.3,arc-train-000434,0.30000555515289307
arc,arc-validation-000042,calibration,retrieved,target_0.50,0.5,arc-train-000976,0.5017125010490417
arc,arc-validation-000042,calibration,retrieved,target_0.70,0.7,arc-train-000623,0.617473304271698
arc,arc-validation-000042,calibration,retrieved,top,,arc-train-000627,0.634819746017456
arc,arc-validation-000042,calibration,placebo,placebo,,arc-train-000597,0.08607284724712372
arc,arc-validation-000043,calibration,retrieved,target_0.30,0.3,arc-train-000089,0.30090007185935974
arc,arc-validation-000043,calibration,retrieved,target_0.50,0.5,arc-train-000748,0.43913331627845764
arc,arc-validation-000043,calibration,retrieved,target_0.70,0.7,arc-train-000712,0.42596635222435
arc,arc-validation-000043,calibration,retrieved,top,,arc-train-000020,0.48334136605262756
arc,arc-validation-000043,calibration,placebo,placebo,,arc-train-000117,-0.047297943383455276
arc,arc-validation-000044,calibration,retrieved,target_0.30,0.3,arc-train-001028,0.29995763301849365
arc,arc-validation-000044,calibration,retrieved,target_0.50,0.5,arc-train-001010,0.48158466815948486
arc,arc-validation-000044,calibration,retrieved,target_0.70,0.7,arc-train-001000,0.4686834216117859
arc,arc-validation-000044,calibration,retrieved,top,,arc-train-000520,0.6146348714828491
arc,arc-validation-000044,calibration,placebo,placebo,,arc-train-000503,0.01970721036195755
arc,arc-validation-000045,calibration,retrieved,target_0.30,0.3,arc-train-000594,0.3004799485206604
arc,arc-validation-000045,calibration,retrieved,target_0.50,0.5,arc-train-000339,0.47071367502212524
arc,arc-validation-000045,calibration,retrieved,target_0.70,0.7,arc-train-000265,0.5986558794975281
arc,arc-validation-000045,calibration,retrieved,top,,arc-train-000717,0.6630769968032837
arc,arc-validation-000045,calibration,placebo,placebo,,arc-train-000921,0.05123002827167511
arc,arc-validation-000046,test,retrieved,target_0.30,0.3,arc-train-000592,0.29973024129867554
arc,arc-validation-000046,test,retrieved,target_0.50,0.5,arc-train-000035,0.4973464608192444
arc,arc-validation-000046,test,retrieved,target_0.70,0.7,arc-train-000442,0.5988335609436035
arc,arc-validation-000046,test,retrieved,top,,arc-train-000296,0.711418092250824
arc,arc-validation-000046,test,placebo,placebo,,arc-train-000636,-0.06356240808963776
arc,arc-validation-000047,calibration,retrieved,target_0.30,0.3,arc-train-000381,0.3004290461540222
arc,arc-validation-000047,calibration,retrieved,target_0.50,0.5,arc-train-000186,0.49147018790245056
arc,arc-validation-000047,calibration,retrieved,target_0.70,0.7,arc-train-000513,0.5348023176193237
arc,arc-validation-000047,calibration,retrieved,top,,arc-train-000769,0.5556336641311646
arc,arc-validation-000047,calibration,placebo,placebo,,arc-train-000920,0.05792003870010376
arc,arc-validation-000048,test,retrieved,target_0.30,0.3,arc-train-000804,0.29991772770881653
arc,arc-validation-000048,test,retrieved,target_0.50,0.5,arc-train-000825,0.5049894452095032
arc,arc-validation-000048,test,retrieved,target_0.70,0.7,arc-train-000467,0.5191022157669067
arc,arc-validation-000048,test,retrieved,top,,arc-train-000673,0.5793048739433289
arc,arc-validation-000048,test,placebo,placebo,,arc-train-000075,0.03829466179013252
arc,arc-validation-000049,calibration,retrieved,target_0.30,0.3,arc-train-000899,0.3000568747520447
arc,arc-validation-000049,calibration,retrieved,target_0.50,0.5,arc-train-000389,0.48950979113578796
arc,arc-validation-000049,calibration,retrieved,target_0.70,0.7,arc-train-000351,0.482955664396286
arc,arc-validation-000049,calibration,retrieved,top,,arc-train-000611,0.5378391742706299
arc,arc-validation-000049,calibration,placebo,placebo,,arc-train-000477,0.004462006967514753
arc,arc-validation-000050,calibration,retrieved,target_0.30,0.3,arc-train-000378,0.30097445845603943
arc,arc-validation-000050,calibration,retrieved,target_0.50,0.5,arc-train-000581,0.4931068420410156
arc,arc-validation-000050,calibration,retrieved,target_0.70,0.7,arc-train-000221,0.6016371250152588
arc,arc-validation-000050,calibration,retrieved,top,,arc-train-000548,0.6946343183517456
arc,arc-validation-000050,calibration,placebo,placebo,,arc-train-000327,0.03550245612859726
arc,arc-validation-000051,calibration,retrieved,target_0.30,0.3,arc-train-000694,0.29927530884742737
arc,arc-validation-000051,calibration,retrieved,target_0.50,0.5,arc-train-000827,0.5232436656951904
arc,arc-validation-000051,calibration,retrieved,target_0.70,0.7,arc-train-000138,0.4666699171066284
arc,arc-validation-000051,calibration,retrieved,top,,arc-train-000923,0.569484531879425
arc,arc-validation-000051,calibration,placebo,placebo,,arc-train-000931,-0.04435872659087181
arc,arc-validation-000052,test,retrieved,target_0.30,0.3,arc-train-000170,0.29912906885147095
arc,arc-validation-000052,test,retrieved,target_0.50,0.5,arc-train-000675,0.5164971351623535
arc,arc-validation-000052,test,retrieved,target_0.70,0.7,arc-train-000082,0.5458186268806458
arc,arc-validation-000052,test,retrieved,top,,arc-train-000471,0.5530835390090942
arc,arc-validation-000052,test,placebo,placebo,,arc-train-001057,-0.04370177537202835
arc,arc-validation-000053,calibration,retrieved,target_0.30,0.3,arc-train-000135,0.2997051477432251
arc,arc-validation-000053,calibration,retrieved,target_0.50,0.5,arc-train-000974,0.5025209188461304
arc,arc-validation-000053,calibration,retrieved,target_0.70,0.7,arc-train-000801,0.5770935416221619
arc,arc-validation-000053,calibration,retrieved,top,,arc-train-000843,0.5893933176994324
arc,arc-validation-000053,calibration,placebo,placebo,,arc-train-000337,0.11530663073062897
arc,arc-validation-000054,calibration,retrieved,target_0.30,0.3,arc-train-000039,0.3000219464302063
arc,arc-validation-000054,calibration,retrieved,target_0.50,0.5,arc-train-000444,0.5029394030570984
arc,arc-validation-000054,calibration,retrieved,target_0.70,0.7,arc-train-000661,0.586852490901947
arc,arc-validation-000054,calibration,retrieved,top,,arc-train-000474,0.5937557816505432
arc,arc-validation-000054,calibration,placebo,placebo,,arc-train-000887,0.03335130587220192
arc,arc-validation-000055,calibration,retrieved,target_0.30,0.3,arc-train-000766,0.3000081777572632
arc,arc-validation-000055,calibration,retrieved,target_0.50,0.5,arc-train-000704,0.5072005391120911
arc,arc-validation-000055,calibration,retrieved,target_0.70,0.7,arc-train-000270,0.6201081871986389
arc,arc-validation-000055,calibration,retrieved,top,,arc-train-000549,0.6596034169197083
arc,arc-validation-000055,calibration,placebo,placebo,,arc-train-000783,-0.041135575622320175
arc,arc-validation-000056,test,retrieved,target_0.30,0.3,arc-train-000620,0.29942527413368225
arc,arc-validation-000056,test,retrieved,target_0.50,0.5,arc-train-000150,0.47390684485435486
arc,arc-validation-000056,test,retrieved,target_0.70,0.7,arc-train-000590,0.42712703347206116
arc,arc-validation-000056,test,retrieved,top,,arc-train-000834,0.4823765754699707
arc,arc-validation-000056,test,placebo,placebo,,arc-train-000532,-0.08474548161029816
arc,arc-validation-000057,test,retrieved,target_0.30,0.3,arc-train-000152,0.2997528910636902
arc,arc-validation-000057,test,retrieved,target_0.50,0.5,arc-train-000991,0.5009095668792725
arc,arc-validation-000057,test,retrieved,target_0.70,0.7,arc-train-000113,0.6801570653915405
arc,arc-validation-000057,test,retrieved,top,,arc-train-000867,0.7489443421363831
arc,arc-validation-000057,test,placebo,placebo,,arc-train-000479,0.048551931977272034
arc,arc-validation-000058,test,retrieved,target_0.30,0.3,arc-train-001098,0.30100932717323303
arc,arc-validation-000058,test,retrieved,target_0.50,0.5,arc-train-001011,0.45200204849243164
arc,arc-validation-000058,test,retrieved,target_0.70,0.7,arc-train-000738,0.4434721767902374
arc,arc-validation-000058,test,retrieved,top,,arc-train-000451,0.5519815683364868
arc,arc-validation-000058,test,placebo,placebo,,arc-train-000741,0.0042838044464588165
arc,arc-validation-000059,test,retrieved,target_0.30,0.3,arc-train-000744,0.30107444524765015
